Longitud de onda (nm),% de transmisión T 80[1],% de transmisión T 80[2],% de transmisión T 80[3],% de transmisión T 120[1],% de transmisión T 120[2],% de transmisión T 120[3],% de transmisión T 240[1],% de transmisión T 240[2],% de transmisión T 240[3],% de transmisión T 320[1],% de transmisión T 320[2],% de transmisión T 320[3],% de transmisión T 400[1],% de transmisión T 400[2],% de transmisión T 400[3],% de transmisión T 600[1],% de transmisión T 600[2],% de transmisión T 600[3],% de transmisión T Null[1],% de transmisión T Null[2],% de transmisión T Null[3],% de transmisión D Null[1],% de transmisión D Null[2],% de transmisión D Null[3],% de transmisión D 80[1],% de transmisión D 80[2],% de transmisión D 80[3],% de transmisión D 120[1],% de transmisión D 120[2],% de transmisión D 120[3],% de transmisión D 240[1],% de transmisión D 240[2],% de transmisión D 240[3],% de transmisión D 320[1],% de transmisión D 320[2],% de transmisión D 400[1],% de transmisión D 400[2],% de transmisión D 600[1],% de transmisión D 600[2]
684,92.270047,88.573375,88.675815,93.645520,93.685578,93.587352,93.864185,93.814066,93.744570,94.618234,94.640587,94.754618,94.098510,94.110331,94.157568,92.307653,92.340080,92.281193,94.083485,93.883712,94.010616,4.335291,4.329731,4.369755,65.974679,66.026444,66.128195,57.871560,57.946763,57.922842,53.601300,53.523883,53.619917,31.332071,31.460099,25.741308,25.860431,24.907208,24.817562
683,92.386094,88.640487,88.740724,93.650917,93.602016,93.609265,93.787523,93.816263,93.869824,94.761368,94.707742,94.752174,94.100350,94.086822,94.147630,92.325994,92.318146,92.294177,94.150957,93.921909,94.004763,4.301384,4.371256,4.410708,66.180552,66.092989,66.239139,57.982763,58.011479,58.025912,53.656995,53.673027,53.652271,31.557518,31.529479,25.868823,25.760730,24.944628,24.978378
682,92.399204,88.681635,88.786896,93.623117,93.677152,93.706451,93.862532,93.846574,93.909873,94.691570,94.768527,94.724055,94.177642,94.232082,94.253542,92.290476,92.306382,92.384208,94.109757,93.937476,93.921713,4.369618,4.368557,4.400520,66.100880,66.105779,66.210289,58.001002,58.003586,58.030152,53.752122,53.695684,53.647235,31.418342,31.508831,25.800716,25.877668,24.953657,25.040244
681,92.236672,88.612137,88.795029,93.621232,93.552052,93.677120,93.854195,93.843483,93.804017,94.641764,94.686408,94.729399,94.115909,94.136890,94.172481,92.308289,92.362609,92.371296,94.085403,93.956170,94.007240,4.454614,4.450411,4.380920,66.137601,66.264930,66.277481,58.117510,58.106170,58.127016,53.732496,53.753911,53.768982,31.493863,31.483080,25.823176,25.888826,24.983905,25.063365
680,92.282692,88.603388,88.68455,93.648360,93.676009,93.619460,93.811825,93.798283,93.783918,94.685353,94.596681,94.705733,94.077562,94.072848,94.182423,92.279050,92.217348,92.270301,94.028750,93.924896,93.892645,4.406674,4.437189,4.467974,66.178376,66.335390,66.360039,58.101576,58.133045,58.135226,53.827701,53.728345,53.836639,31.665266,31.721180,25.903119,25.947861,25.161211,25.146065
679,92.32144,88.703361,88.677704,93.587427,93.715321,93.554448,93.828390,93.836408,93.829170,94.672064,94.634505,94.799881,94.151478,94.094181,94.193385,92.296315,92.348360,92.266753,94.105549,93.899968,93.881270,4.350118,4.416888,4.461175,66.250036,66.257130,66.310572,58.116173,58.255191,58.149623,53.819973,53.822504,53.886135,31.594379,31.736701,25.849155,25.907284,25.025401,25.089417
678,92.299367,88.564922,88.67292,93.632837,93.653910,93.607438,93.857646,93.808355,93.752012,94.673387,94.569268,94.661065,93.993748,94.061140,94.160695,92.174850,92.235846,92.208991,94.012937,93.822903,93.770684,4.342481,4.553508,4.387103,66.271494,66.267145,66.288243,58.045711,58.184053,58.129336,53.871728,53.769303,53.724585,31.637773,31.628998,25.891889,25.976598,25.030978,25.081605
677,92.244483,88.570929,88.486229,93.615303,93.554832,93.548042,93.709772,93.756537,93.731928,94.541559,94.490621,94.624817,93.942334,94.042253,94.052956,92.103992,92.135841,92.214426,93.879188,93.686179,93.794162,4.405627,4.413386,4.493448,66.233379,66.303618,66.380904,58.133147,58.087740,58.226558,53.889904,53.882443,53.940663,31.690976,31.723648,25.824140,26.010696,25.121791,25.127769
676,92.283619,88.522814,88.704356,93.625958,93.639270,93.703854,93.932463,93.882906,93.914221,94.811622,94.763023,94.818959,94.141097,94.217232,94.273710,92.367271,92.425153,92.387887,94.108219,93.913901,93.956158,4.436606,4.380455,4.487465,66.376909,66.448963,66.418831,58.260919,58.162144,58.179037,54.025131,53.876598,53.898391,31.630140,31.755058,25.922718,26.025723,25.130476,25.236020
675,92.251106,88.517708,88.564059,93.659804,93.735129,93.572888,93.803568,93.796887,93.754781,94.616705,94.659818,94.681033,94.150765,94.082346,94.130017,92.225633,92.272522,92.194015,94.005174,93.867913,93.797627,4.452199,4.491613,4.538437,66.369047,66.442058,66.431564,58.234992,58.280980,58.147687,53.852022,53.948068,53.983834,31.779997,31.502068,25.904223,26.020506,25.164041,25.236614
674,92.115149,88.33764,88.58465,93.491996,93.425053,93.540317,93.484326,93.660101,93.573929,94.388776,94.506988,94.457468,93.873631,93.863425,93.820304,91.986784,92.064827,92.110108,93.669693,93.635193,93.507816,4.568113,4.578321,4.362767,66.327103,66.405531,66.398840,58.179997,58.182397,58.208494,53.891935,53.891394,53.942044,31.689141,31.755156,25.699271,25.955341,25.177964,25.278793
673,92.162263,88.39029,88.424582,93.576431,93.592404,93.507459,93.740099,93.615595,93.733630,94.486027,94.412166,94.485421,93.872667,93.898041,93.987931,92.157776,92.058400,92.035721,93.644835,93.599565,93.744149,4.348230,4.522419,4.551479,66.410385,66.580806,66.458374,58.294962,58.311426,58.385770,54.056673,54.110989,53.898620,31.794943,31.871134,25.903725,25.949915,25.195132,25.154686
672,92.423327,88.502183,88.617783,93.629955,93.845115,93.795467,94.016905,93.919808,93.967160,94.718328,94.691291,94.856634,94.176156,94.263279,94.269057,92.356742,92.312857,92.299931,93.992996,93.945461,93.938175,4.431639,4.378111,4.490195,66.233973,66.390489,66.467752,58.295547,58.173692,58.233001,53.991417,53.978171,53.987838,31.567850,31.689888,25.957757,26.055698,25.139560,25.360746
671,92.126832,88.478512,88.582336,93.602447,93.681444,93.614967,93.622233,93.750737,93.669576,94.364252,94.443589,94.537087,93.941058,93.888716,94.020850,91.985850,92.180670,91.952807,93.860310,93.708417,93.728090,4.492297,4.478947,4.551191,66.560833,66.475399,66.613184,58.330466,58.447080,58.394215,54.113353,54.157932,54.201713,31.530865,31.465560,25.826453,25.981154,25.192571,25.227798
670,92.319038,88.513514,88.573472,93.726712,93.768487,93.725524,93.746604,93.935946,93.915340,94.699094,94.745813,94.808667,94.263961,94.295182,94.247041,92.424179,92.452873,92.309587,94.081730,93.836897,93.967625,4.457582,4.580453,4.368389,66.472545,66.515211,66.567727,58.364396,58.236097,58.312206,54.194731,53.994973,54.118369,31.771419,31.679495,25.991921,25.897672,25.416048,25.387565
669,92.423815,88.593757,88.692942,93.804449,93.637871,93.658065,93.912387,93.896765,93.962741,94.825819,94.748938,94.929129,94.167181,94.222249,94.372430,92.347561,92.347403,92.466801,94.178455,93.953678,93.936759,4.541263,4.335290,4.330927,66.349187,66.366690,66.438941,58.332699,58.380598,58.378875,53.979074,54.137434,54.055780,31.515676,31.754023,25.870065,25.990332,25.403672,25.166506
668,92.045046,88.235953,88.427364,93.598040,93.451271,93.435295,93.489521,93.590043,93.562431,94.442435,94.393908,94.589256,94.052117,93.926372,94.029923,92.182809,92.062656,92.115767,93.869450,93.741114,93.726464,4.277785,4.421494,4.656828,66.323761,66.613638,66.414696,58.264565,58.320376,58.177181,54.025150,54.040067,54.132870,31.498290,31.593949,25.833152,26.089442,25.223759,25.306517
667,92.253367,88.522569,88.666342,93.837125,93.709903,93.813045,93.641868,93.841569,93.891834,94.612402,94.797044,94.707327,94.392761,94.200869,94.216536,92.481896,92.473711,92.515231,94.264752,94.132413,94.109673,4.310434,4.667597,4.575796,66.489847,66.376275,66.660924,58.321026,58.338083,58.383965,54.063903,54.159811,53.872378,31.639344,31.494333,25.964154,25.824608,25.254332,25.380697
666,92.468989,88.315924,88.908012,93.734133,93.847563,93.760425,94.055190,94.098282,94.111937,94.916436,94.872227,94.948182,94.433589,94.351048,94.449487,92.638557,92.518397,92.557361,94.305331,94.068290,94.260345,4.362101,4.365424,4.481833,66.276840,66.551217,66.344623,58.230182,58.241721,58.222619,53.874694,54.075339,54.109765,31.675293,31.801813,25.913422,25.797826,25.427189,25.400611
665,92.458184,88.632587,88.671377,93.989476,93.847819,93.656508,94.120405,94.060478,94.024861,94.965858,94.825324,95.001041,94.417300,94.608191,94.610450,92.626934,92.818719,92.624458,94.525129,94.288500,94.289038,4.275535,4.605206,4.531929,66.185689,66.429210,66.401060,58.018700,58.201776,58.180149,53.816960,53.865075,53.913527,31.558901,31.701389,25.926404,26.163042,25.113032,25.032382
664,92.288746,88.500189,88.69628,93.777836,93.632047,93.596799,93.736849,93.719504,93.753776,94.636995,94.777342,94.705582,94.261282,94.077507,94.077642,92.446137,92.253364,92.378541,94.114668,94.103517,93.905623,4.171307,4.520842,4.531414,66.057764,66.151140,66.118351,58.122420,58.163509,58.315445,53.943088,53.907924,53.809778,31.579187,31.577868,26.091488,25.970235,25.205117,25.367493
663,92.442271,88.624077,88.727606,93.711232,93.782553,93.873893,93.956595,93.900378,93.843963,94.860178,94.926504,94.976516,94.309525,94.306034,94.427226,92.611856,92.591040,92.582592,94.402264,94.229189,94.190211,4.396818,4.297133,4.515952,66.167277,66.482291,66.221709,58.164746,58.201098,58.122599,53.916332,53.933424,53.810934,31.633184,31.699944,25.851473,26.154783,25.284657,25.359873
662,92.362676,88.553374,88.766586,93.704852,93.818901,93.717918,93.813939,93.907907,93.785523,94.848337,94.855038,94.790622,94.340874,94.296660,94.376327,92.520362,92.403060,92.586550,94.324013,94.110755,94.148301,4.089061,4.387570,4.175041,66.304886,66.357501,66.243968,58.291602,58.163570,58.336271,53.908532,54.015229,54.141036,31.480129,31.499991,25.769106,25.938791,25.330551,25.402803
661,92.275482,88.585747,88.641467,93.579048,93.655330,93.658212,93.801091,93.901206,93.812911,94.788141,94.753557,94.774111,94.263527,94.052751,94.210208,92.503317,92.475533,92.371587,94.403332,93.954360,93.981926,4.344447,4.294489,4.222846,66.418040,66.555304,66.548629,58.197755,58.508035,58.545510,54.269709,54.141522,54.135465,31.589951,31.729765,25.968607,25.878600,25.324692,25.316425
660,92.450954,88.534771,88.620156,93.806073,93.725156,93.790041,94.046456,93.963515,93.973758,94.734995,94.750150,94.967232,94.326726,94.287365,94.396013,92.700359,92.431142,92.378864,94.330657,94.108818,94.093111,4.275304,4.410042,4.420509,66.510804,66.618602,66.495196,58.423612,58.446421,58.598466,54.286557,54.436078,54.355877,31.699535,31.839043,26.074694,26.161064,25.417673,25.179317
659,92.422998,88.556187,88.702815,93.872947,93.899137,93.748922,93.961157,93.898644,94.028612,94.816043,94.673186,94.794690,94.364854,94.405460,94.558536,92.617430,92.559758,92.649985,94.335759,94.153572,94.113417,4.415753,4.478003,4.400756,66.511555,66.522739,66.481305,58.423976,58.262784,58.373112,53.971596,53.977426,54.270409,31.485828,31.709633,25.864058,26.093949,25.303418,25.252395
658,92.46057,88.644259,88.568465,93.793347,93.938890,93.869103,94.151569,94.146021,93.997144,95.034960,95.066350,95.028774,94.548006,94.493351,94.580389,92.692221,92.802292,92.799871,94.362058,94.331008,94.426634,4.282521,4.242854,4.393021,66.566061,66.365049,66.450696,58.364998,58.500067,58.343107,54.229678,54.107142,54.297283,31.508275,31.638585,26.121978,26.121974,25.288161,25.464674
657,92.296835,88.485539,88.454952,93.781876,93.631671,93.617985,94.020679,93.884505,93.894727,94.894809,94.802685,94.874659,94.346942,94.347268,94.383806,92.503315,92.556093,92.678810,94.344317,94.210068,94.177464,4.172019,4.380612,4.336216,66.151406,66.365994,66.195706,58.290272,58.237700,58.183735,54.121611,54.034527,53.915009,31.540666,31.468645,25.958496,26.061122,25.386154,25.241157
656,92.349861,88.449006,88.528898,93.818696,93.817938,93.653496,93.875965,93.984806,94.018919,94.761400,94.824696,94.949039,94.361159,94.444924,94.374349,92.612653,92.693781,92.706168,94.465910,94.120510,94.165996,4.342701,3.938612,4.378605,66.092447,66.308236,66.346178,58.283440,58.224146,58.352474,54.083591,54.025981,54.041107,31.374358,31.551720,25.816068,25.874305,25.272761,25.424659
655,92.267858,88.237025,88.382025,93.733019,93.728803,93.703442,93.749711,93.737059,93.904748,94.708061,94.728634,94.911209,94.337711,94.392957,94.313375,92.451758,92.564488,92.471212,94.381471,94.305039,94.127289,4.219168,4.479017,4.223832,66.255655,66.458524,66.461559,58.214544,58.072019,58.217387,54.029801,53.880030,54.116413,31.566627,31.704160,25.749374,25.693808,25.316456,25.346989
654,92.416326,88.459598,88.383351,93.872737,93.739116,93.789286,93.980184,93.778044,94.073347,94.793545,94.795237,94.896925,94.386432,94.390827,94.386504,92.635738,92.804265,92.660898,94.363044,94.219415,94.207107,4.210763,4.354952,4.319668,66.282740,66.295408,66.405437,58.517239,58.314814,58.444840,54.088904,54.021828,54.136281,31.563478,31.776810,26.173226,25.936307,25.344214,25.364748
653,92.349307,88.478615,88.573278,93.883134,93.921019,93.865029,93.830366,93.930950,93.981940,94.939339,94.838310,94.905992,94.501593,94.425317,94.517366,92.740190,92.721216,92.623564,94.400209,94.267711,94.307626,4.165539,4.193989,4.483987,66.479222,66.397717,66.544134,58.322264,58.344781,58.362371,54.134875,54.231224,54.203906,31.523782,31.323236,25.804501,26.069839,25.400736,25.414932
652,92.283934,88.235344,88.529968,93.729757,93.807622,93.784238,93.897574,93.810671,93.873669,94.916666,94.861299,94.928687,94.273500,94.486806,94.439923,92.671903,92.679957,92.562288,94.458559,94.324003,94.288491,4.284489,4.293336,4.323256,66.590962,66.674502,66.689272,58.511028,58.538274,58.575220,54.392618,54.501015,54.400171,31.682301,31.612871,25.955764,25.801285,25.560721,25.427882
651,92.21909,88.394623,88.245105,93.762770,93.769795,93.877097,93.985456,93.930886,94.000253,94.738767,94.807961,94.856172,94.424998,94.308082,94.462819,92.625603,92.686475,92.727956,94.452868,94.352299,94.137973,4.306178,4.376208,4.327872,66.391942,66.592957,66.516141,58.343376,58.495520,58.566356,54.370621,54.177771,54.147783,31.361873,31.575846,25.997755,26.034960,25.573072,25.522049
650,92.238914,88.09185,88.194935,93.669191,93.866016,93.713978,93.844669,93.885232,93.868446,94.777104,94.701079,94.958046,94.401199,94.381776,94.490775,92.572626,92.517443,92.581714,94.365483,94.187034,94.215348,4.031523,3.970016,4.184814,66.389439,66.580174,66.557040,58.499775,58.209240,58.429931,54.223828,54.301576,54.247374,31.396490,31.625820,25.677721,26.013585,25.256690,25.396596
649,92.216947,88.206021,88.328327,93.792588,93.724798,93.772684,93.874735,94.035788,93.951440,94.810817,94.842379,94.935670,94.412262,94.407160,94.482378,92.633899,92.710928,92.836996,94.349789,94.261338,94.185930,4.131368,4.360337,4.291292,66.288450,66.403745,66.391914,58.253435,58.371830,58.309643,54.080450,54.159774,54.328949,31.371730,31.333509,25.902628,25.893657,25.376421,25.347946
648,92.157281,88.090546,88.365406,93.603672,93.742273,93.753293,93.744422,93.650323,93.864177,94.666042,94.755172,94.885943,94.268700,94.244091,94.362638,92.589266,92.649809,92.595176,94.432215,94.303070,94.080837,4.190113,4.222816,4.070546,66.198717,66.352204,66.442706,58.351233,58.428607,58.387380,54.180071,54.221080,54.237598,31.247346,31.553561,25.812645,25.680762,25.401453,25.490011
647,92.240249,88.322915,88.217221,93.582076,93.703769,93.771853,93.918444,93.824889,93.772269,94.869834,94.649310,94.729509,94.412602,94.299113,94.447857,92.743781,92.567632,92.667193,94.356943,94.271533,94.182127,4.174337,4.248590,4.338932,66.231596,66.429300,66.240281,58.116848,58.337834,58.140113,54.030843,54.242279,54.301915,31.341951,31.372615,25.788122,25.960078,25.336684,25.305790
646,92.129546,88.002437,88.303876,93.697789,93.646969,93.668869,93.737403,93.886923,93.830987,94.809622,94.788921,94.898750,94.300798,94.306141,94.331339,92.539769,92.688748,92.600576,94.379320,94.262916,94.285600,4.280260,4.079119,4.026695,66.029383,66.491312,66.330884,58.228977,58.370734,58.161202,54.074640,54.063765,54.416924,31.295123,31.674182,25.741274,25.838349,25.337198,25.243630
645,91.985342,88.139592,87.938666,93.366738,93.486816,93.591058,93.587299,93.829255,93.740758,94.711575,94.598805,94.563978,94.197430,94.221962,94.265714,92.482344,92.422325,92.478656,94.258437,94.168688,94.219500,4.105625,4.393514,4.120371,66.229335,66.639180,66.527851,58.503241,58.535520,58.684912,54.337708,54.367631,54.369760,31.557769,31.457069,25.962598,25.851748,25.471362,25.568975
644,92.133558,88.059559,88.296849,93.638416,93.631908,93.549754,93.742687,93.697011,93.683240,94.681266,94.700829,94.811497,94.373545,94.310806,94.328890,92.549625,92.624431,92.470351,94.384885,94.221197,94.146573,4.140548,4.230441,4.330490,66.360517,66.377784,66.464279,58.424362,58.461621,58.558580,54.295822,54.357388,54.316045,31.404213,31.413068,25.755234,25.820042,25.284674,25.498696
643,92.039626,88.031836,88.291125,93.669600,93.672366,93.670225,93.774153,93.851570,93.760825,94.724910,94.793303,94.773248,94.312721,94.285891,94.397681,92.566404,92.562114,92.559203,94.439499,94.289317,94.272121,4.166556,4.144874,4.051214,66.397362,66.387429,66.533990,58.284511,58.385494,58.543361,54.219837,54.315595,54.545649,31.433729,31.525612,25.706658,25.812932,25.340056,25.444742
642,92.120819,88.080778,88.101991,93.654410,93.581015,93.653190,93.679395,93.745403,93.705806,94.721669,94.681202,94.774792,94.418328,94.320281,94.402639,92.594903,92.637497,92.568211,94.364508,94.227969,94.330843,4.327924,4.157528,4.153880,66.239567,66.470332,66.464935,58.479323,58.384308,58.442974,54.309409,54.358224,54.306690,31.336810,31.614291,25.875460,25.878126,25.464738,25.351345
641,92.243475,88.201642,88.184296,93.647239,93.806983,93.692269,93.832444,93.915554,93.879945,94.881500,94.819328,94.933024,94.576374,94.534473,94.648082,92.731766,92.815832,92.632220,94.593203,94.367295,94.483638,4.251385,4.314304,4.243142,66.346907,66.534281,66.336858,58.538103,58.626803,58.424319,54.320703,54.229086,54.200414,31.330720,31.449005,25.711983,25.949722,25.324508,25.569455
640,92.135516,88.103102,88.067619,93.644284,93.695447,93.642065,93.900631,93.896382,93.952981,94.954271,94.886774,94.840092,94.500184,94.402103,94.478191,92.606535,92.678603,92.716257,94.550379,94.389448,94.337082,4.123902,4.202775,4.315372,66.345180,66.454580,66.550219,58.463343,58.471162,58.512199,54.272368,54.182846,54.288598,31.274569,31.460336,25.865695,25.865521,25.334584,25.170172
639,92.07858,87.943546,88.131635,93.696515,93.544560,93.584669,93.692046,93.829851,93.885258,94.694639,94.667629,94.627422,94.388583,94.339782,94.405118,92.419995,92.572212,92.621654,94.468553,94.327098,94.295255,4.253155,4.201796,4.195489,66.356871,66.384981,66.509456,58.363452,58.435953,58.584126,54.276468,54.290447,54.298988,31.624933,31.395983,25.802674,25.879470,25.424316,25.417596
638,92.084469,88.083986,88.166979,93.673448,93.732322,93.710289,93.877263,93.939993,93.884155,94.770802,94.793268,94.862694,94.524556,94.405112,94.594837,92.699463,92.717883,92.682665,94.580352,94.471217,94.469332,4.028785,4.281682,4.237777,66.452757,66.393312,66.627339,58.583338,58.463654,58.648420,54.435820,54.374549,54.339778,31.361579,31.528762,25.818932,25.894697,25.646768,25.519303
637,92.21561,88.092008,88.187252,93.737854,93.860612,93.743782,93.752289,93.814666,93.898881,94.788482,94.880981,94.887299,94.484982,94.505474,94.534136,92.751099,92.666572,92.747113,94.631268,94.588152,94.464911,4.222935,4.247335,4.156984,66.437841,66.469005,66.532016,58.408396,58.541180,58.459833,54.383114,54.217714,54.420288,31.309454,31.471230,25.778008,25.871553,25.391926,25.488943
636,92.080873,88.151113,88.072528,93.654909,93.554237,93.698524,93.699587,93.702008,93.668646,94.595832,94.667188,94.692039,94.246434,94.360522,94.293962,92.461264,92.550874,92.515969,94.352274,94.211734,94.291623,4.120523,4.193913,4.104042,66.507778,66.649005,66.670795,58.523798,58.499072,58.596776,54.434685,54.486695,54.650291,31.360145,31.460915,25.899482,25.763977,25.542968,25.477894
635,92.148022,88.219448,88.163489,93.777944,93.647317,93.743025,93.859277,93.719721,93.740076,94.860449,94.760144,94.869683,94.326795,94.345525,94.509839,92.680507,92.696600,92.632908,94.532018,94.368905,94.379411,4.096892,4.297150,4.237042,66.574293,66.553426,66.641925,58.490680,58.704578,58.512810,54.388172,54.450742,54.482453,31.462967,31.385153,25.929417,25.997084,25.498615,25.789524
634,91.946808,88.035741,87.995202,93.677218,93.675074,93.647887,93.695718,93.753629,93.787344,94.790827,94.833338,94.833857,94.503074,94.426584,94.495624,92.690017,92.647501,92.624039,94.610204,94.310067,94.367945,4.106434,4.049222,4.102199,66.503595,66.445385,66.660580,58.470092,58.635138,58.548640,54.298275,54.501442,54.429575,31.353395,31.410375,25.754291,25.791699,25.425242,25.622078
633,92.047782,87.959211,88.057772,93.584069,93.594292,93.643816,93.738864,93.803595,93.744798,94.723854,94.722529,94.681280,94.261401,94.258871,94.408511,92.531812,92.461640,92.619098,94.398406,94.333381,94.292199,4.189330,3.965377,4.216289,66.464179,66.556222,66.589851,58.542106,58.507031,58.642590,54.419922,54.383951,54.340610,31.445568,31.578799,25.863846,25.847897,25.573353,25.483958
632,91.99528,87.90313,87.892638,93.613595,93.663720,93.624165,93.579456,93.584008,93.577972,94.687670,94.618629,94.633700,94.261110,94.288080,94.406965,92.515304,92.412870,92.638482,94.335573,94.292011,94.236277,4.230155,4.023515,4.228147,66.540283,66.547430,66.640972,58.542585,58.591430,58.535480,54.408500,54.665378,54.504023,31.370038,31.385641,25.700381,25.875061,25.526129,25.574077
631,91.979405,87.769013,88.070205,93.539051,93.451387,93.533208,93.462158,93.629556,93.564940,94.596630,94.653267,94.669975,94.328430,94.213714,94.333410,92.550941,92.410817,92.487568,94.452991,94.236443,94.337605,4.010788,3.943966,3.993613,66.534826,66.414777,66.512831,58.557346,58.557717,58.479616,54.288978,54.463389,54.429535,31.334766,31.260255,25.736659,25.904656,25.483485,25.245030
630,91.995137,87.809752,88.176251,93.675400,93.506968,93.625244,93.597790,93.669900,93.568999,94.647055,94.606796,94.654073,94.342840,94.369855,94.340124,92.447278,92.507242,92.497920,94.466433,94.175906,94.321687,4.180983,4.073341,4.150306,66.346926,66.552940,66.542742,58.510120,58.453276,58.480234,54.520150,54.459107,54.439822,31.166642,31.459754,25.737964,25.767607,25.524079,25.450101
629,92.023284,87.988066,87.966781,93.727209,93.688029,93.748073,93.675925,93.746034,93.744826,94.742579,94.693249,94.832938,94.482966,94.288586,94.530152,92.682888,92.704313,92.592291,94.531896,94.417240,94.465007,4.215078,4.294598,4.219839,66.494152,66.509180,66.620340,58.724946,58.691412,58.800884,54.599781,54.638165,54.552102,31.351413,31.472288,25.606695,25.957920,25.401747,25.737319
628,91.918896,87.892281,88.034564,93.560402,93.647822,93.624044,93.480876,93.601772,93.639121,94.612562,94.539070,94.667369,94.273257,94.232982,94.421676,92.536603,92.509027,92.530173,94.453916,94.279652,94.240892,4.242165,4.137841,4.091734,66.541302,66.734391,66.596532,58.596975,58.650155,58.614776,54.603585,54.534347,54.586724,31.490612,31.413078,25.830520,25.996926,25.539303,25.631305
627,91.893775,87.853586,87.91914,93.528921,93.557095,93.551911,93.521183,93.664570,93.551892,94.544418,94.405456,94.622746,94.248402,94.278622,94.297600,92.431071,92.482059,92.393115,94.307609,94.215919,94.195397,4.067839,4.316813,4.223262,66.747579,66.733909,66.679199,58.674736,58.681125,58.857018,54.563019,54.656009,54.710985,31.550957,31.509563,25.835428,25.899965,25.868773,25.708555
626,91.771907,87.618195,87.842999,93.433015,93.386748,93.445705,93.366560,93.371615,93.369317,94.417930,94.471588,94.509403,94.077355,94.085170,94.294634,92.291944,92.256018,92.298687,94.213830,94.134423,94.071087,4.227175,4.217178,4.191964,66.575713,66.529927,66.701603,58.659200,58.619437,58.591792,54.587800,54.735284,54.606256,31.493905,31.497483,25.842292,25.792848,25.609168,25.597114
625,91.801558,87.710663,87.807807,93.524548,93.445754,93.620738,93.521734,93.491027,93.510970,94.509930,94.731319,94.637603,94.350506,94.310058,94.249189,92.410600,92.484880,92.497650,94.383119,94.260288,94.296088,4.188145,3.995800,4.324020,66.613130,66.737869,66.771149,58.660679,58.676549,58.708266,54.413994,54.632822,54.640060,31.408237,31.436971,25.869518,26.000397,25.740404,25.682988
624,91.857813,87.735066,87.936595,93.630844,93.651187,93.621575,93.708872,93.654707,93.642348,94.801949,94.799881,94.649129,94.241645,94.388411,94.433401,92.647669,92.732721,92.681336,94.465010,94.497584,94.540006,4.029053,4.070889,4.092989,66.695065,66.588019,66.859002,58.738288,58.582413,58.707246,54.655519,54.772466,54.686711,31.410876,31.488683,25.740001,25.838638,25.848674,25.548057
623,91.738683,87.759071,87.972643,93.514835,93.561761,93.697574,93.696502,93.559905,93.726744,94.796895,94.674382,94.809055,94.519038,94.306999,94.479883,92.523987,92.576220,92.563199,94.536815,94.371093,94.408908,4.211341,4.215467,4.147931,66.466761,66.401472,66.669647,58.569473,58.657721,58.595159,54.578588,54.604583,54.522561,31.345244,31.466069,25.759537,25.836071,25.408555,25.621791
622,91.720755,87.625725,87.729247,93.543621,93.540056,93.455406,93.520626,93.627207,93.677627,94.781792,94.553971,94.839766,94.428331,94.424413,94.411147,92.571099,92.455068,92.631057,94.610950,94.341714,94.512528,4.176289,4.186648,4.380475,66.521391,66.453409,66.491053,58.614203,58.547755,58.519915,54.385774,54.495556,54.552732,31.290804,31.310758,25.589596,25.992278,25.649459,25.464805
621,91.805124,87.717463,87.815021,93.449941,93.631526,93.568692,93.633656,93.673336,93.738750,94.711845,94.589226,94.736557,94.460999,94.470532,94.485754,92.678952,92.597361,92.629517,94.605632,94.465188,94.555083,4.103816,4.041106,4.058033,66.544765,66.544870,66.678899,58.749768,58.608967,58.696543,54.708832,54.593523,54.405384,31.274562,31.376664,25.770444,25.789449,25.564023,25.684819
620,91.692259,87.685337,87.688518,93.581614,93.549545,93.506343,93.420080,93.443609,93.546423,94.488170,94.680995,94.705444,94.384443,94.346697,94.399586,92.495782,92.526362,92.652549,94.431918,94.298747,94.298998,4.149621,4.206899,4.258165,66.472845,66.605776,66.635512,58.672271,58.552880,58.595929,54.603999,54.768848,54.655561,31.295103,31.430880,25.802037,25.922563,25.656259,25.626748
619,91.701427,87.641852,87.756427,93.660072,93.522364,93.500667,93.638460,93.617304,93.505991,94.694640,94.628152,94.795196,94.405308,94.388511,94.445219,92.500399,92.604980,92.669143,94.584239,94.676112,94.447318,4.276724,4.119003,3.991701,66.350702,66.629196,66.663457,58.638947,58.654336,58.684720,54.666324,54.614553,54.720600,31.260192,31.183703,25.588134,25.685316,25.696228,25.759528
618,91.711953,87.584431,87.781803,93.467834,93.500882,93.528947,93.421422,93.531337,93.456285,94.692978,94.470792,94.589334,94.321210,94.279356,94.501845,92.610514,92.564434,92.543633,94.506356,94.386134,94.424766,4.027598,4.181272,4.273707,66.604691,66.440924,66.550970,58.597708,58.626991,58.569783,54.544089,54.469384,54.498382,31.118286,31.131462,25.656252,25.647487,25.634679,25.585623
617,91.69129,87.46642,87.614408,93.456698,93.426080,93.566087,93.473607,93.544525,93.579176,94.673343,94.607983,94.603476,94.319419,94.252179,94.410025,92.513234,92.492343,92.485591,94.611912,94.413300,94.499798,3.999513,3.977898,4.238101,66.468418,66.708575,66.747809,58.538497,58.568168,58.665040,54.459224,54.588305,54.715945,31.139201,31.390832,25.728552,25.631472,25.602086,25.643833
