Longitud de onda (nm),% de transmisión T 80[1],% de transmisión T 80[2],% de transmisión T 80[3],% de transmisión T 120[1],% de transmisión T 120[2],% de transmisión T 120[3],% de transmisión T 240[1],% de transmisión T 240[2],% de transmisión T 240[3],% de transmisión T 320[1],% de transmisión T 320[2],% de transmisión T 320[3],% de transmisión T 400[1],% de transmisión T 400[2],% de transmisión T 400[3],% de transmisión T 600[1],% de transmisión T 600[2],% de transmisión T 600[3],% de transmisión T Null[1],% de transmisión T Null[2],% de transmisión T Null[3],% de transmisión D Null[1],% de transmisión D Null[2],% de transmisión D Null[3],% de transmisión D 80[1],% de transmisión D 80[2],% de transmisión D 80[3],% de transmisión D 120[1],% de transmisión D 120[2],% de transmisión D 120[3],% de transmisión D 240[1],% de transmisión D 240[2],% de transmisión D 240[3],% de transmisión D 320[1],% de transmisión D 320[2],% de transmisión D 400[1],% de transmisión D 400[2],% de transmisión D 600[1],% de transmisión D 600[2]
616,91.661414,87.470289,87.562508,93.353370,93.432741,93.441512,93.370249,93.401456,93.457766,94.357214,94.469354,94.479984,94.146435,94.219946,94.343809,92.380148,92.482970,92.308401,94.367234,94.285209,94.183114,4.063277,3.998315,4.111721,66.446259,66.489765,66.609730,58.587044,58.529146,58.594977,54.552449,54.715044,54.629335,31.306860,31.160474,25.513798,25.745119,25.663204,25.715726
615,91.539086,87.52812,87.593635,93.409979,93.423437,93.396258,93.362868,93.315933,93.426798,94.312241,94.471177,94.532472,94.235778,94.230277,94.325825,92.425496,92.408646,92.302446,94.515335,94.294421,94.308118,4.040208,4.174718,4.065565,66.548958,66.701857,66.867272,58.769308,58.726494,58.727335,54.779808,54.733448,54.619249,31.211934,31.293181,25.689348,25.852779,25.722926,25.727108
614,91.663908,87.599868,87.838408,93.523538,93.545025,93.475362,93.437299,93.564756,93.402066,94.742056,94.553998,94.657423,94.401996,94.396040,94.390213,92.558005,92.612564,92.544048,94.648574,94.485429,94.400404,4.073641,4.101906,4.256450,66.626153,66.581274,66.638130,58.643892,58.562825,58.779422,54.585347,54.539609,54.642315,31.225590,31.288721,25.489879,25.688061,25.663235,25.664864
613,91.532118,87.5064,87.628182,93.423532,93.346573,93.290697,93.429105,93.275608,93.440033,94.500412,94.404264,94.424020,94.156550,94.300478,94.279320,92.402005,92.303360,92.460064,94.448281,94.257380,94.292554,3.982275,3.978362,3.902099,66.481946,66.642263,66.565905,58.621324,58.712741,58.661850,54.623546,54.651066,54.502807,31.251813,31.174072,25.660883,25.664583,25.714981,25.535171
612,91.615673,87.420631,87.659448,93.494547,93.496988,93.439736,93.339930,93.339221,93.501859,94.471511,94.383413,94.530920,94.349028,94.238511,94.361353,92.420671,92.456502,92.383157,94.576540,94.314968,94.315197,4.194004,4.094250,4.035301,66.734269,66.667148,66.794849,58.722186,58.668389,58.670232,54.772553,54.682697,54.724127,31.194860,31.247428,25.600796,25.725628,25.759040,25.615091
611,91.60421,87.31666,87.478008,93.478166,93.543943,93.495060,93.362436,93.412149,93.426800,94.415013,94.492061,94.478643,94.265017,94.256676,94.264363,92.543208,92.403984,92.443211,94.525448,94.339707,94.342931,4.084450,4.042398,4.147925,66.682778,66.738594,66.805858,58.742931,58.830229,58.773225,54.755565,54.737737,54.911700,31.131117,31.326274,25.554209,25.757163,25.740619,25.779761
610,91.670372,87.434353,87.530772,93.603601,93.473334,93.472279,93.360055,93.360355,93.477183,94.531212,94.548090,94.436057,94.366204,94.250118,94.335370,92.432959,92.483137,92.561273,94.480357,94.392923,94.320791,4.031317,4.141844,4.096838,66.702264,66.754251,66.819368,58.703879,58.792537,58.791829,54.743719,54.829318,54.758570,31.436577,31.185827,25.656740,25.761289,25.808347,25.819778
609,91.481866,87.304837,87.614134,93.329479,93.430592,93.388935,93.296755,93.338537,93.332434,94.274340,94.336590,94.432785,94.282109,94.253093,94.299163,92.310500,92.302430,92.386058,94.482552,94.282715,94.375296,4.264974,4.027426,4.109053,66.737451,66.621933,66.662853,58.641468,58.785901,58.596738,54.814256,54.729082,54.741175,31.253112,31.158749,25.587066,25.733607,25.748342,25.881263
608,91.530667,87.389955,87.55077,93.395782,93.402809,93.437719,93.384207,93.383213,93.354478,94.418176,94.469335,94.558644,94.317521,94.238237,94.364421,92.477886,92.569845,92.484222,94.704568,94.349546,94.455792,3.967175,3.987084,4.051384,66.528333,66.598648,66.812149,58.703556,58.689822,58.708655,54.546892,54.706681,54.658505,31.064372,31.304798,25.452813,25.661304,25.703806,25.672503
607,91.584635,87.389775,87.511105,93.469568,93.545739,93.498158,93.377787,93.398573,93.355519,94.535143,94.495423,94.566344,94.307679,94.409124,94.327028,92.507608,92.581000,92.477523,94.562837,94.458386,94.446882,3.917374,3.914613,4.056830,66.665879,66.654411,66.708097,58.592059,58.753357,58.754598,54.701812,54.762674,54.705171,31.090252,31.206982,25.597901,25.509670,25.672355,25.603836
606,91.686933,87.4796,87.509041,93.567731,93.623462,93.610852,93.469740,93.418591,93.542782,94.724661,94.635527,94.735563,94.461897,94.531523,94.518277,92.688011,92.716536,92.722401,94.791000,94.631680,94.661220,4.100489,4.061871,4.101216,66.674164,66.837378,66.802940,58.729034,58.803015,58.768854,54.761621,54.783830,54.958285,31.123343,31.152487,25.536434,25.612060,25.831383,25.899160
605,91.562621,87.582397,87.609877,93.557997,93.517454,93.594873,93.503384,93.518721,93.463619,94.517856,94.561958,94.519258,94.313252,94.333636,94.436554,92.537713,92.596972,92.475715,94.659309,94.408760,94.329183,4.108695,4.126436,4.171748,66.806638,66.759816,66.922411,58.857949,58.869944,58.916827,54.895442,54.867937,55.028394,31.292766,31.198218,25.668101,25.706961,25.820652,25.918343
604,91.598009,87.314443,87.364614,93.385700,93.429182,93.572340,93.321743,93.390195,93.396662,94.552608,94.446689,94.533628,94.339753,94.360412,94.410120,92.608549,92.484686,92.442582,94.482895,94.375054,94.481604,4.092419,3.923793,3.950149,66.699921,66.743494,66.817192,58.872133,58.809374,58.892735,54.864946,54.905914,54.832032,31.095545,31.370701,25.768631,25.690579,25.746287,25.791650
603,91.536768,87.356454,87.554296,93.515087,93.549085,93.655829,93.526992,93.437561,93.495838,94.567027,94.693434,94.644257,94.454525,94.488804,94.509446,92.665042,92.704557,92.571268,94.783735,94.701320,94.604235,4.131782,3.941886,3.980626,66.724617,66.889983,66.897375,58.887078,58.901027,58.899317,54.931368,54.827560,54.900077,31.296607,31.259289,25.775598,25.786399,25.860006,25.907306
602,91.40038,87.29508,87.307151,93.420981,93.437864,93.463474,93.234663,93.315499,93.368089,94.493797,94.452241,94.550612,94.373035,94.448160,94.451788,92.533566,92.534227,92.560108,94.607447,94.596253,94.589331,3.773344,4.078616,4.100580,66.624136,66.652155,66.813571,58.771068,58.802172,58.672303,54.722116,54.685705,54.941531,31.277313,31.204973,25.497540,25.602021,25.797057,25.849883
601,91.386358,87.311234,87.406901,93.397191,93.439507,93.451844,93.343432,93.330154,93.242442,94.537830,94.474989,94.536771,94.325241,94.321385,94.370337,92.597716,92.641551,92.740542,94.703043,94.566448,94.561812,3.917395,4.098162,3.891756,66.611807,66.638825,66.614356,58.734037,58.801459,58.760933,54.660168,54.815397,54.859683,30.887760,31.212955,25.524104,25.611936,25.784089,25.705629
600,91.345442,87.236576,87.308995,93.418865,93.392286,93.470273,93.228523,93.306728,93.263041,94.329896,94.361977,94.452945,94.307811,94.381885,94.456879,92.504558,92.500495,92.497194,94.630691,94.594382,94.545826,3.889501,3.894553,3.964393,66.588889,66.777137,66.771957,58.713070,58.685022,58.841507,54.708462,54.759576,54.714805,31.092105,31.099446,25.571584,25.696461,25.697683,25.858929
599,91.431462,87.254995,87.350488,93.448816,93.584566,93.628358,93.461906,93.386910,93.435465,94.574045,94.579173,94.625530,94.561652,94.495630,94.589553,92.715500,92.708904,92.712752,94.918552,94.804852,94.725931,3.861909,4.083637,3.911929,66.776266,66.753995,66.836634,58.868418,58.913324,58.805551,54.785791,54.851395,54.917313,31.096791,31.148599,25.673148,25.671202,25.975487,25.802723
598,91.44862,87.3034,87.298932,93.530431,93.576923,93.637995,93.397266,93.489929,93.376314,94.465121,94.406756,94.540311,94.379469,94.424936,94.460783,92.640792,92.619653,92.541430,94.646611,94.652980,94.562896,3.913175,3.985492,3.886363,66.824279,66.938726,66.963724,58.924667,58.912034,58.937486,54.899029,54.956998,54.877521,31.212625,31.221529,25.721721,25.739999,25.865567,25.863403
597,91.362529,87.275634,87.437196,93.552868,93.475775,93.494705,93.372140,93.357935,93.433768,94.483141,94.395639,94.544446,94.395504,94.350889,94.400069,92.483696,92.598897,92.580259,94.697302,94.432466,94.423264,3.978143,3.991113,4.171381,66.956234,66.911945,67.008821,58.936714,59.015881,58.937610,55.028769,55.037075,54.941394,31.299948,31.226388,25.757040,25.618717,25.891044,26.078253
596,91.356328,87.188303,87.276858,93.449618,93.531361,93.512792,93.354488,93.220131,93.317918,94.540153,94.645706,94.537421,94.352989,94.357357,94.364453,92.481502,92.503500,92.515508,94.675226,94.508525,94.519161,4.012208,4.014592,4.049267,66.768958,66.919976,66.951306,58.913240,58.902837,58.884165,54.880393,54.912469,54.972899,31.116759,31.267198,25.700165,25.900754,25.981367,25.910056
595,91.466376,87.316113,87.387929,93.517556,93.574034,93.478291,93.314929,93.398632,93.506443,94.596275,94.592323,94.668784,94.492131,94.498084,94.548771,92.728323,92.706216,92.680757,94.828192,94.648838,94.732165,3.916552,3.966509,4.009082,66.854521,66.925587,67.004740,58.864189,58.969135,59.081746,54.884945,55.056330,55.110848,31.244371,31.139751,25.726048,25.677323,25.817353,25.989989
594,91.399555,87.164879,87.233414,93.436728,93.445798,93.447263,93.375621,93.302826,93.463195,94.453037,94.526096,94.676418,94.586927,94.510092,94.627938,92.718322,92.694098,92.758975,94.831747,94.745132,94.694374,4.017134,3.896941,4.073427,66.822255,66.867388,66.908431,58.909820,58.894737,58.875258,54.867251,54.927398,54.762410,31.276339,31.123329,25.621743,25.744886,25.797884,25.997785
593,91.285074,87.213561,87.285649,93.555784,93.531527,93.533984,93.334019,93.370144,93.243064,94.519960,94.515668,94.565042,94.560040,94.451843,94.429342,92.642079,92.667987,92.704660,94.833567,94.656879,94.776868,3.944753,4.004174,3.972237,66.626265,66.866214,66.757960,58.793730,58.945665,58.918796,54.837294,54.965961,54.934379,31.071675,31.071648,25.498122,25.768542,25.921824,26.032843
592,91.28322,87.060397,87.123585,93.369274,93.368735,93.404747,93.294485,93.171363,93.208661,94.427184,94.383129,94.563809,94.219090,94.289103,94.422456,92.563892,92.503123,92.559205,94.685912,94.596549,94.598869,3.918141,4.057162,4.163214,66.794911,66.939464,66.920132,58.825684,58.807834,58.994162,55.068775,54.937931,54.947128,31.066884,31.075991,25.471175,25.635403,25.870053,25.897758
591,91.261095,86.918213,87.064409,93.407947,93.408995,93.516899,93.317094,93.182575,93.305593,94.310058,94.351823,94.420441,94.248988,94.331773,94.313031,92.457426,92.547836,92.538961,94.670654,94.513019,94.576689,3.916367,3.864579,3.987622,66.778319,66.872273,66.909607,58.873786,58.931829,58.909195,55.021451,54.932516,54.995981,31.117280,31.108577,25.594516,25.527376,25.991921,25.998883
590,91.403806,87.059182,87.223696,93.497126,93.488890,93.623017,93.430854,93.368925,93.482404,94.595770,94.594329,94.622150,94.665347,94.601172,94.613796,92.715331,92.810475,92.837143,94.977504,94.865634,94.928100,3.944381,4.028517,4.195506,66.787488,66.647669,66.930645,58.912954,58.806630,58.848388,54.979378,55.031111,54.913397,31.125681,31.103886,25.489962,25.589565,26.010170,25.862180
589,91.319772,87.051842,87.100919,93.560586,93.529988,93.626398,93.357654,93.385800,93.294051,94.629125,94.615429,94.607064,94.617268,94.620857,94.603158,92.790710,92.752424,92.835346,94.995824,94.724901,94.734275,3.848223,4.106566,4.060164,66.888618,66.916708,66.938814,59.041562,58.964578,58.954568,55.081336,55.033210,55.137626,31.179746,31.087056,25.655131,25.679980,26.052589,25.902214
588,91.298976,87.050628,87.312495,93.594124,93.633969,93.625253,93.414597,93.368705,93.305018,94.564510,94.718377,94.708027,94.615098,94.525812,94.604655,92.805613,92.737986,92.894192,94.968301,94.940837,94.791365,3.906728,4.096912,4.041455,66.826413,66.890169,66.929246,59.015762,59.113018,59.073168,55.072465,55.097072,55.108885,31.244673,31.121768,25.611983,25.772662,25.925351,26.083526
587,91.296332,87.132314,87.152322,93.603718,93.617259,93.549657,93.357515,93.384061,93.480610,94.634622,94.491309,94.692191,94.612089,94.605459,94.698723,92.753537,92.758932,92.855689,94.983467,94.800274,94.813546,4.089928,3.968316,4.047550,66.852779,66.890450,66.967876,58.848536,59.009683,58.921780,54.980983,54.912716,55.010852,31.107589,31.240287,25.602915,25.699960,25.872987,26.057954
586,91.261806,87.110652,87.093149,93.561284,93.431144,93.565765,93.450122,93.464932,93.462831,94.740828,94.683977,94.663779,94.652681,94.612513,94.636834,92.803598,92.754423,92.756019,94.930217,94.829401,94.852542,4.018842,3.990185,4.013364,66.901317,66.964348,67.031308,59.013254,58.919004,59.001350,54.948444,54.973781,55.139322,30.945263,31.171424,25.636995,25.651244,25.893402,26.113105
585,91.363701,87.055851,87.20935,93.478216,93.618535,93.607144,93.407990,93.423234,93.434267,94.732122,94.622128,94.733234,94.653525,94.660099,94.607294,92.872365,92.927914,92.959975,95.045793,94.981154,94.808549,3.959844,3.923910,3.885438,66.691670,66.895282,66.862157,58.884781,58.962485,58.956319,54.924681,54.889285,55.017911,31.126964,31.205253,25.710640,25.718973,26.038597,26.190874
584,91.442188,86.99167,87.105473,93.538261,93.581482,93.507110,93.403793,93.434305,93.366720,94.562716,94.583707,94.661399,94.483280,94.583752,94.521386,92.759551,92.862838,92.766332,95.004024,94.801427,94.846243,4.056413,4.114739,3.874080,66.878088,66.913665,67.069494,59.011636,58.941473,59.013321,54.917809,55.029815,54.996458,31.030053,31.248751,25.671498,25.765643,26.083591,26.169716
583,91.417117,87.062697,87.194063,93.395554,93.558626,93.592556,93.349442,93.358819,93.414294,94.618463,94.590551,94.557500,94.551536,94.559344,94.656462,92.937860,92.826234,92.889100,95.066773,94.860433,94.867955,3.973693,3.993624,3.911760,66.713380,66.883687,66.833948,58.904200,58.970152,58.858226,54.978604,55.162275,55.042658,30.970637,31.063050,25.638811,25.656280,25.924850,26.140121
582,91.281674,87.024081,87.13023,93.536525,93.500646,93.455411,93.103946,93.271457,93.348774,94.381442,94.378573,94.499828,94.430390,94.372245,94.574832,92.563777,92.724266,92.645642,94.871350,94.678974,94.683744,3.879836,3.976587,4.002168,66.795328,66.963308,66.949739,58.828309,59.024837,58.908875,55.027737,55.044281,54.999668,30.990984,31.050464,25.700630,25.657581,26.007748,26.208452
581,91.343146,87.041803,87.079435,93.620118,93.521356,93.472478,93.288532,93.368401,93.208160,94.496487,94.479150,94.550349,94.512457,94.490654,94.468408,92.691276,92.692079,92.873638,95.037215,94.698867,94.757643,3.994834,3.946037,4.005402,66.811718,66.947513,66.990134,59.072993,58.940828,59.043438,55.024468,55.061435,55.018376,31.071363,31.335050,25.431590,25.701983,26.346979,26.058300
580,91.237393,87.092173,87.208935,93.455293,93.533655,93.482441,93.242393,93.248281,93.289300,94.460308,94.508085,94.509209,94.395063,94.447989,94.428499,92.717723,92.728490,92.690637,94.893237,94.756475,94.748338,3.845638,4.067192,3.999942,66.885405,66.996787,66.951161,58.956986,58.919801,58.914352,54.980586,55.076431,55.160911,31.020504,31.047569,25.540073,25.631995,26.090048,26.141105
579,91.34567,87.043066,87.150844,93.491328,93.526069,93.496117,93.259352,93.384341,93.378521,94.570095,94.502692,94.535721,94.468595,94.531318,94.544520,92.723992,92.832018,92.838366,94.996212,94.758511,94.766961,3.893006,3.879180,3.996587,66.873800,66.919572,66.958304,58.845880,58.950126,58.894543,55.074284,55.078721,55.057737,31.113191,31.157551,25.706141,25.724782,26.200909,26.263469
578,91.339497,87.111808,87.145744,93.619881,93.558649,93.577142,93.314301,93.330064,93.403994,94.512965,94.509768,94.542522,94.562964,94.567083,94.629426,92.783114,92.771262,92.752793,94.939720,94.848585,94.877604,3.893061,3.960040,3.962786,66.977022,67.005261,67.125733,59.008965,59.137544,59.088862,55.151900,55.158872,55.248502,31.170999,31.178395,25.645101,25.826635,26.260669,26.177370
577,91.371553,86.924713,87.154678,93.487251,93.547001,93.635077,93.371541,93.289567,93.322250,94.523599,94.540211,94.557911,94.541141,94.468644,94.534040,92.766299,92.849785,92.822709,94.950497,94.820347,94.817427,4.013777,4.051470,4.026522,66.980579,67.058387,67.112226,58.982984,59.089299,58.997773,55.112939,55.162053,55.155226,30.987205,31.127192,25.743772,25.745499,26.242040,26.183107
576,91.260417,86.944349,87.075136,93.564634,93.546469,93.474337,93.245577,93.277542,93.293086,94.354306,94.507178,94.516524,94.336254,94.493150,94.442665,92.657697,92.646894,92.687797,94.891692,94.749989,94.671834,4.013307,3.801546,3.917381,66.892843,66.936429,66.965011,58.924974,58.944201,58.976045,55.164638,55.157464,55.077411,31.082489,31.159014,25.608867,25.652589,26.153839,26.189963
575,91.368708,86.978371,87.106587,93.601836,93.614189,93.492034,93.335921,93.370289,93.213629,94.543432,94.558191,94.637689,94.602259,94.640261,94.516471,92.865460,92.836123,92.793212,95.017034,94.860473,94.931320,3.914996,3.800682,3.918306,66.909246,66.932139,67.049683,59.015647,58.939420,58.993781,55.150241,55.158975,55.144284,31.041088,31.274209,25.553806,25.770426,26.214508,26.247967
574,91.373513,87.01368,87.130134,93.579955,93.599780,93.547427,93.274370,93.347696,93.345600,94.490218,94.567188,94.573151,94.616166,94.537585,94.551470,92.794544,92.866391,92.850412,94.949561,94.865474,94.886679,3.873466,3.912743,3.967984,66.988680,66.978952,67.092883,58.969341,59.048770,59.002930,55.093075,55.174665,55.140757,31.046563,31.041895,25.542635,25.618146,26.170142,26.265517
573,91.371419,87.061865,87.165143,93.552944,93.599642,93.581107,93.298482,93.404011,93.387990,94.559680,94.616981,94.646535,94.565698,94.573613,94.656226,92.831000,92.870034,92.949566,95.053561,94.933642,94.940891,3.957904,3.828232,3.813612,67.088505,67.088448,67.220301,59.119730,59.036887,59.086226,55.184402,55.276257,55.263101,31.119841,31.211553,25.768059,25.841643,26.336736,26.324534
572,91.331003,86.964587,87.242553,93.622969,93.596865,93.671282,93.367604,93.412244,93.385569,94.629905,94.658814,94.735162,94.768204,94.627923,94.750091,92.898352,92.908176,92.965877,95.174926,95.038296,95.126844,3.968340,4.058641,4.048821,67.054907,67.178314,67.181544,59.145850,59.109455,59.019955,55.332369,55.224665,55.212190,31.133177,31.100104,25.593245,25.715228,26.361711,26.324795
571,91.30397,87.074238,87.127895,93.496250,93.568469,93.554176,93.326325,93.425782,93.297957,94.658154,94.626835,94.623388,94.589388,94.576472,94.738696,92.875622,92.904113,92.889227,95.094404,95.017091,95.029485,3.869816,3.878462,3.933176,66.986606,67.137633,67.094093,59.082551,59.174481,59.183054,55.316226,55.244137,55.318688,30.966644,31.031215,25.709612,25.805644,26.229712,26.369506
570,91.278989,86.826518,86.97604,93.478888,93.529716,93.548386,93.175221,93.200689,93.282967,94.457182,94.479866,94.502692,94.535621,94.551770,94.652128,92.750817,92.707865,92.895151,95.023428,94.878063,94.859098,3.848995,3.826853,3.849670,66.974000,67.116546,67.146028,59.110613,59.029382,59.021722,55.311445,55.350950,55.277189,31.147173,31.197363,25.693701,25.667342,26.264685,26.244834
569,91.157262,86.783586,86.855528,93.438843,93.402149,93.454043,93.212693,93.231614,93.214228,94.475586,94.544475,94.510467,94.449498,94.502729,94.569542,92.708625,92.775476,92.819285,95.019093,94.931413,94.880090,3.830748,3.895944,3.968851,67.074351,67.118278,67.174794,59.063164,59.058275,59.197135,55.336145,55.320119,55.303117,31.046822,31.067445,25.625260,25.801550,26.213242,26.371586
568,91.287656,86.917809,86.995893,93.509808,93.597679,93.604982,93.263073,93.311318,93.340889,94.552558,94.508142,94.687783,94.637120,94.639134,94.686711,92.830215,92.839570,92.884650,94.984753,95.010294,94.896360,3.949636,3.813289,3.994844,67.075047,67.153711,67.098760,59.217975,59.198796,59.236928,55.253176,55.435388,55.405470,30.999951,31.100716,25.737041,25.777334,26.221071,26.236940
567,91.203701,86.802984,86.866707,93.459314,93.419521,93.463106,93.204230,93.209649,93.245808,94.561056,94.429602,94.524827,94.481784,94.532635,94.529870,92.736978,92.765017,92.742740,95.010956,94.864566,94.857365,3.851033,3.894939,4.007447,67.107442,67.088276,67.176175,59.129301,59.189034,59.090369,55.286835,55.402854,55.310260,30.962475,31.161763,25.712290,25.712539,26.317872,26.401484
566,91.067198,86.829829,86.746692,93.272347,93.376848,93.350387,93.140015,93.095686,93.095175,94.352330,94.497183,94.472267,94.474987,94.424336,94.540477,92.535226,92.660339,92.692216,94.884980,94.782822,94.823504,3.764394,3.858194,3.920237,67.014081,66.981971,67.005746,59.076924,59.091361,59.054513,55.234484,55.247208,55.301445,31.012623,31.061651,25.498967,25.783350,26.244432,26.339249
565,91.074516,86.811786,86.836352,93.291174,93.466828,93.405551,93.238784,93.236471,93.155693,94.387170,94.373132,94.390129,94.541200,94.473096,94.479724,92.688516,92.762598,92.722289,94.870979,94.750690,94.837500,3.843709,4.008794,3.863972,66.917376,67.212003,67.113523,59.091882,59.079680,59.199189,55.341102,55.417219,55.328067,31.024155,31.065062,25.748363,25.722423,26.183868,26.379310
564,91.102665,86.696987,86.926977,93.337076,93.415545,93.495463,93.135976,93.217872,93.251317,94.442720,94.468817,94.569782,94.615561,94.553695,94.576058,92.794148,92.815538,92.765583,95.093296,94.928710,94.951982,3.824522,3.749877,3.892051,67.126746,67.156835,67.183386,59.140047,59.180001,59.222649,55.355376,55.413581,55.457431,30.991213,31.114107,25.634697,25.667865,26.380999,26.256246
563,91.067274,86.700719,86.692026,93.333014,93.456283,93.412243,93.094689,93.121559,93.024449,94.366150,94.472263,94.501091,94.468393,94.523851,94.535072,92.624758,92.728705,92.630728,94.996368,94.862846,94.865570,3.953517,3.823638,3.878273,67.279924,67.224112,67.272436,59.176517,59.296739,59.286382,55.499269,55.586829,55.499114,31.026872,31.197427,25.694936,25.798749,26.485765,26.419285
562,90.986868,86.515682,86.571775,93.360330,93.232588,93.284729,93.066706,93.109890,93.065201,94.354272,94.306850,94.432849,94.396805,94.432992,94.393846,92.617882,92.605242,92.627418,94.957279,94.837363,94.779887,3.864985,3.999907,3.679950,67.044083,67.215857,67.189501,59.189696,59.212216,59.299276,55.338636,55.416426,55.367684,31.042558,31.177670,25.703458,25.660164,26.301398,26.448728
561,90.956417,86.563235,86.685473,93.247169,93.281661,93.368775,93.137085,93.012344,93.043068,94.322597,94.297054,94.403564,94.515261,94.448310,94.464733,92.559377,92.710939,92.622672,94.987669,94.853884,94.806640,3.860231,3.834738,3.789497,67.129235,67.186686,67.249372,59.174130,59.201259,59.333527,55.347806,55.329621,55.523503,31.052932,31.068638,25.637627,25.654993,26.393139,26.323255
560,90.976504,86.532613,86.743032,93.379904,93.298310,93.327665,93.120936,93.097323,93.115657,94.442254,94.396919,94.503096,94.492189,94.460877,94.580864,92.710234,92.706499,92.731256,95.106931,94.964099,94.963226,3.767488,3.917024,3.775636,66.998361,67.073091,67.141296,59.195676,59.192796,59.221066,55.380684,55.420204,55.507177,31.063082,31.053850,25.628883,25.614416,26.434621,26.468804
559,91.031465,86.678602,86.773102,93.349995,93.328616,93.399860,93.041606,93.206361,93.147532,94.440091,94.429099,94.498138,94.505793,94.485191,94.626811,92.675184,92.641101,92.742361,95.142226,94.864104,94.973924,3.932957,3.842509,3.907563,67.058759,67.184539,67.193629,59.283748,59.143260,59.202257,55.393904,55.543039,55.432603,30.883287,31.097433,25.532983,25.560564,26.289820,26.329824
558,90.990863,86.729706,86.769381,93.375627,93.418270,93.394920,93.118106,93.206014,93.291030,94.517673,94.594399,94.592259,94.639812,94.781123,94.690651,92.826234,92.871816,92.888878,95.228897,95.074727,95.094188,3.743517,3.761601,3.834353,67.057278,67.133217,67.094528,59.214299,59.241981,59.138613,55.463189,55.488748,55.386976,31.170177,31.061130,25.580836,25.628413,26.402197,26.374140
557,90.949505,86.547363,86.696507,93.342409,93.319047,93.426722,93.177360,93.100922,93.133059,94.436505,94.490916,94.520780,94.587123,94.588301,94.616208,92.784937,92.744345,92.843436,95.188531,94.977938,95.088726,3.831545,3.790232,3.827852,67.150672,67.171097,67.220095,59.211280,59.281757,59.287727,55.344557,55.546874,55.559357,30.950577,30.948974,25.636745,25.692859,26.373086,26.351258
556,90.861787,86.432044,86.620361,93.207532,93.264334,93.307350,92.995180,93.065824,93.062438,94.332336,94.317451,94.432910,94.493181,94.395271,94.501194,92.621960,92.590776,92.628895,95.066235,94.970488,94.789635,3.813150,3.862549,3.787335,67.144007,67.264945,67.267430,59.167060,59.375372,59.188369,55.509313,55.505350,55.548708,30.899956,31.044254,25.603384,25.604312,26.212966,26.435867
555,90.91666,86.533188,86.707922,93.226133,93.229937,93.291960,93.000002,93.095421,93.063891,94.483151,94.467780,94.507094,94.461181,94.523764,94.536428,92.744117,92.765655,92.694475,95.126845,94.961515,94.951583,3.756209,3.730035,3.851937,67.159917,67.264086,67.260658,59.328878,59.323257,59.344440,55.582786,55.559065,55.533346,30.844172,31.057719,25.560896,25.580068,26.423555,26.470347
554,90.914173,86.41755,86.582662,93.184213,93.321084,93.347820,93.017031,92.998988,93.062392,94.408149,94.356571,94.428418,94.526403,94.479135,94.531736,92.687326,92.745756,92.677658,95.073315,94.951549,94.990983,3.793468,3.765744,3.839419,67.186645,67.312945,67.436655,59.345699,59.372890,59.418705,55.597333,55.727573,55.566159,30.971351,31.161908,25.551965,25.617988,26.516649,26.452743
553,90.840696,86.453956,86.617638,93.343359,93.320175,93.200451,92.967910,93.119631,93.053187,94.349325,94.330958,94.411753,94.473143,94.539161,94.503178,92.617282,92.668725,92.600094,95.023776,94.965340,94.920193,3.801727,3.789150,3.955786,67.255942,67.261450,67.253501,59.401924,59.454437,59.502977,55.545362,55.751760,55.618952,31.063585,31.005650,25.455185,25.758491,26.567820,26.572413
552,90.892489,86.513905,86.706588,93.215899,93.293252,93.258178,93.036693,93.043002,93.075249,94.468665,94.396306,94.399473,94.480229,94.499159,94.554933,92.640513,92.742702,92.703129,95.047861,95.065848,94.990312,3.754222,3.777087,3.816162,67.267330,67.250562,67.332960,59.375887,59.314600,59.377980,55.702880,55.653826,55.618487,30.856930,31.176396,25.616725,25.617537,26.474936,26.594954
551,90.91621,86.50471,86.696764,93.278977,93.251422,93.246669,93.040258,92.971335,93.069181,94.384437,94.457964,94.491097,94.520815,94.499591,94.565771,92.690286,92.669486,92.663002,95.199642,95.084558,95.027148,3.745907,3.793327,3.829175,67.063731,67.190283,67.248686,59.248908,59.289956,59.307818,55.584445,55.517877,55.538847,30.878456,30.981146,25.512990,25.618996,26.459619,26.414151
550,90.809709,86.343223,86.422407,93.199803,93.159860,93.106619,92.825050,92.947682,92.900959,94.290808,94.206315,94.273532,94.384363,94.335916,94.364795,92.592009,92.598461,92.524285,94.998867,94.841735,94.877646,3.747962,3.700346,3.712306,67.050832,67.119425,67.200631,59.284807,59.293189,59.291980,55.536731,55.578082,55.559060,30.900213,30.961060,25.586522,25.546507,26.390280,26.413375
549,90.873308,86.489681,86.626324,93.230636,93.203762,93.249491,92.987126,92.935108,93.036540,94.341752,94.438091,94.390417,94.517918,94.444578,94.496410,92.644218,92.668720,92.693300,95.103038,94.984018,94.932016,3.722673,3.782825,3.746005,67.237765,67.313371,67.403519,59.330555,59.368913,59.348313,55.647219,55.629160,55.648475,30.839371,31.013308,25.544763,25.699806,26.513629,26.520028
